EmployeeID,Age,Gender,Department,JobRole,MaritalStatus,Education,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition,AgeGroup,TenureGroup,SalaryBand,PromotionStatus,AttritionFlag
3066,25,Male,R&D,Finance Analyst,Divorced,PhD,4995,28,0,3,3,No,3,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3067,31,Female,Operations,HR Associate,Single,Bachelor,13603,22,4,2,1,No,3,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3068,24,Female,Admin,Sales Representative,Married,Bachelor,3978,29,9,4,1,Yes,2,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3069,41,Male,Admin,HR Manager,Single,PhD,13665,16,6,1,4,No,3,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
3070,44,Male,Finance,Admin Assistant,Single,Master,12168,5,4,1,3,No,4,No,41-50,3-6 Years,High,Promoted 1-2 Yrs Ago,0
3071,52,Male,R&D,Operations Manager,Divorced,Master,7294,30,2,4,3,No,2,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3072,31,Male,IT,Laboratory Technician,Married,PhD,6729,4,9,3,1,No,2,Yes,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
3073,25,Male,IT,Finance Analyst,Married,Master,8479,3,0,2,3,Yes,3,No,<30,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
3074,30,Female,IT,IT Specialist,Divorced,Master,3035,8,6,4,4,No,4,No,30-40,7-10 Years,Low,Promoted 3-5 Yrs Ago,0
3075,40,Male,Sales,Admin Assistant,Married,Bachelor,9375,3,1,1,4,No,4,No,30-40,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
3076,44,Male,Finance,Sales Representative,Married,Bachelor,5659,15,10,4,4,No,3,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3077,59,Female,HR,Operations Manager,Single,PhD,7773,22,3,4,1,Yes,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3078,38,Female,Admin,Laboratory Technician,Married,Bachelor,4624,27,4,4,4,No,2,No,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,0
3079,37,Female,Operations,Laboratory Technician,Divorced,PhD,11467,18,10,1,3,Yes,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3080,42,Male,Admin,HR Associate,Single,Bachelor,4408,9,2,1,2,No,3,Yes,41-50,7-10 Years,Low,Promoted 1-2 Yrs Ago,1
3081,37,Male,Sales,HR Associate,Single,Bachelor,3589,4,0,1,1,Yes,3,No,30-40,3-6 Years,Low,Promoted 1-2 Yrs Ago,0
3082,25,Male,IT,HR Manager,Divorced,Master,11996,3,2,1,1,Yes,3,Yes,<30,3-6 Years,High,Promoted 1-2 Yrs Ago,1
3083,37,Male,Admin,HR Manager,Married,Bachelor,9641,20,3,1,3,Yes,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3084,38,Female,R&D,Admin Assistant,Married,PhD,9427,27,0,2,1,No,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3085,49,Female,R&D,Laboratory Technician,Married,Bachelor,5239,28,5,2,3,No,3,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3086,29,Male,Admin,Operations Manager,Divorced,PhD,6196,29,7,3,4,No,3,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3087,60,Female,IT,HR Manager,Married,PhD,4066,11,3,2,4,No,3,Yes,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,1
3088,27,Male,Operations,HR Manager,Divorced,Bachelor,4168,29,3,1,2,No,3,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
3089,57,Male,Operations,Finance Analyst,Divorced,Master,8202,2,3,4,4,No,3,No,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
3090,33,Female,HR,Finance Analyst,Married,Bachelor,9413,26,5,1,1,No,3,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3091,22,Female,Operations,HR Manager,Divorced,Master,13157,16,3,2,2,Yes,3,No,<30,10+ Years,High,Promoted 1-2 Yrs Ago,0
3092,59,Female,Admin,HR Manager,Married,Master,10706,0,8,1,3,Yes,4,Yes,51+,0-2 Years,High,Promoted 1-2 Yrs Ago,1
3093,34,Male,Admin,Research Scientist,Married,Bachelor,12381,30,9,2,3,Yes,4,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3094,42,Female,HR,Sales Representative,Married,Master,6082,16,10,4,1,No,3,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3095,53,Male,Admin,IT Specialist,Divorced,Master,4280,7,5,3,2,No,4,Yes,51+,7-10 Years,Low,Promoted 3-5 Yrs Ago,1
3096,46,Male,R&D,Sales Representative,Single,Bachelor,2975,29,2,2,4,Yes,2,No,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3097,45,Female,Admin,HR Associate,Single,Bachelor,10381,14,2,1,2,No,3,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
3098,30,Male,HR,IT Specialist,Divorced,Master,11639,1,8,4,1,No,3,No,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,0
3099,36,Male,R&D,HR Associate,Divorced,Master,14730,28,0,4,1,Yes,2,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
3100,35,Female,HR,Finance Analyst,Divorced,PhD,12408,25,0,2,1,Yes,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3101,49,Male,Admin,HR Manager,Married,Bachelor,4251,20,4,3,4,No,2,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3102,54,Male,Admin,Research Scientist,Single,Master,14980,7,8,2,4,Yes,4,Yes,51+,7-10 Years,High,Promoted 1-2 Yrs Ago,1
3103,51,Female,R&D,HR Associate,Married,Master,12031,16,3,1,2,No,4,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
3104,39,Female,Operations,Research Scientist,Divorced,PhD,13071,2,3,3,3,No,2,No,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,0
3105,48,Male,Operations,Sales Executive,Divorced,Master,6549,22,4,4,4,No,4,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3106,34,Female,Operations,Sales Representative,Married,PhD,9887,10,0,4,3,No,4,No,30-40,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
3107,50,Male,Sales,Sales Representative,Single,PhD,12361,22,0,4,1,No,4,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
3108,36,Male,R&D,Sales Representative,Married,Master,8780,10,4,1,1,No,4,No,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
3109,40,Male,IT,IT Specialist,Single,Bachelor,11038,3,7,2,2,No,4,No,30-40,3-6 Years,High,Promoted 1-2 Yrs Ago,0
3110,55,Female,IT,Research Scientist,Married,Master,14887,18,2,3,3,No,4,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
3111,24,Female,IT,Laboratory Technician,Single,PhD,3569,23,4,3,3,No,2,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3112,35,Male,HR,Sales Executive,Single,PhD,4447,16,1,3,2,Yes,4,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3113,43,Female,Finance,Laboratory Technician,Divorced,Master,5686,2,5,4,4,No,2,No,41-50,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
3114,51,Male,Admin,HR Manager,Single,Master,13659,17,6,3,1,No,4,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
3115,35,Male,Operations,Laboratory Technician,Married,Bachelor,10340,20,0,4,1,No,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
3116,28,Male,Operations,Sales Representative,Divorced,Master,11626,21,0,1,2,No,4,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
3117,57,Male,HR,IT Specialist,Divorced,PhD,7263,21,2,3,3,Yes,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3118,24,Male,Admin,HR Manager,Divorced,PhD,13543,24,0,2,1,No,3,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
3119,33,Female,HR,HR Associate,Single,Master,7771,30,9,3,4,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3120,24,Male,Sales,Sales Representative,Single,Bachelor,6942,30,4,2,2,Yes,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3121,34,Male,IT,Research Scientist,Divorced,Bachelor,11253,11,2,1,4,No,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3122,39,Male,Sales,Admin Assistant,Single,PhD,4440,1,6,4,4,Yes,3,No,30-40,0-2 Years,Low,Promoted 3-5 Yrs Ago,0
3123,49,Female,IT,HR Associate,Single,PhD,2855,13,2,4,1,Yes,3,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
3124,22,Male,R&D,Laboratory Technician,Divorced,PhD,7077,24,0,4,2,No,3,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3125,26,Female,Finance,Research Scientist,Divorced,Bachelor,3983,18,10,2,2,Yes,4,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3126,27,Male,Finance,Operations Manager,Single,Master,6383,0,0,2,4,No,3,No,<30,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
3127,32,Female,IT,Operations Manager,Single,PhD,9657,25,9,2,3,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3128,23,Male,Operations,Research Scientist,Married,PhD,8230,11,6,1,2,No,3,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3129,37,Female,Sales,HR Associate,Divorced,Bachelor,9848,14,0,4,4,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3130,27,Male,Sales,Research Scientist,Divorced,Bachelor,12522,23,5,4,2,Yes,4,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
3131,29,Male,R&D,HR Associate,Divorced,PhD,11429,26,8,2,3,Yes,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
3132,26,Male,Operations,Operations Manager,Divorced,Master,12545,14,8,4,1,No,2,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
3133,26,Male,Admin,Operations Manager,Single,PhD,12647,30,3,3,4,No,4,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
3134,27,Female,Operations,IT Specialist,Single,Master,11716,17,10,4,3,Yes,4,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
3135,23,Male,Admin,HR Manager,Divorced,Bachelor,14582,9,2,3,2,No,4,No,<30,7-10 Years,High,Promoted 3-5 Yrs Ago,0
3136,39,Male,IT,Laboratory Technician,Divorced,Bachelor,11798,27,7,4,1,Yes,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
3137,45,Female,IT,Research Scientist,Divorced,PhD,4311,6,5,2,3,Yes,4,Yes,41-50,3-6 Years,Low,Promoted 1-2 Yrs Ago,1
3138,45,Female,R&D,Sales Representative,Divorced,Master,9170,15,8,4,3,No,2,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3139,33,Female,IT,HR Associate,Divorced,Bachelor,6302,22,8,1,3,Yes,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3140,50,Male,Admin,Admin Assistant,Married,Master,7144,21,5,1,2,No,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3141,46,Female,Operations,Research Scientist,Single,Master,5937,22,4,1,2,Yes,2,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3142,60,Male,Operations,Admin Assistant,Divorced,Bachelor,8980,2,8,3,1,No,2,Yes,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
3143,25,Female,Admin,Operations Manager,Single,Master,3983,13,10,1,3,No,4,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
3144,49,Male,Admin,Sales Representative,Divorced,Bachelor,14964,22,3,2,4,No,2,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
3145,33,Male,R&D,Admin Assistant,Married,Master,5925,7,4,1,4,Yes,4,No,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
3146,52,Female,R&D,Finance Analyst,Single,Bachelor,8505,19,6,3,3,Yes,2,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3147,34,Male,Finance,HR Associate,Divorced,Bachelor,6453,25,9,3,1,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3148,54,Male,HR,IT Specialist,Single,Master,6880,19,3,2,1,Yes,4,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3149,51,Female,Admin,IT Specialist,Single,Master,3990,9,8,1,3,Yes,3,No,51+,7-10 Years,Low,Promoted 1-2 Yrs Ago,0
3150,42,Male,Sales,Finance Analyst,Married,Bachelor,5816,29,4,3,1,No,2,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3151,26,Female,IT,HR Associate,Married,Bachelor,11158,10,6,2,3,No,4,No,<30,7-10 Years,High,Promoted 1-2 Yrs Ago,0
3152,44,Male,HR,Sales Representative,Married,PhD,14622,14,9,2,2,No,4,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
3153,33,Male,HR,Admin Assistant,Single,PhD,7679,3,8,4,4,Yes,4,No,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
3154,41,Female,HR,IT Specialist,Divorced,PhD,6934,30,9,2,4,Yes,3,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3155,41,Female,HR,Sales Executive,Divorced,PhD,6709,3,0,2,4,No,4,No,41-50,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
3156,60,Male,R&D,Sales Representative,Single,Bachelor,11609,7,3,1,1,Yes,2,Yes,51+,7-10 Years,High,Promoted 1-2 Yrs Ago,1
3157,24,Female,Admin,Finance Analyst,Single,Master,6414,18,4,2,1,Yes,2,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3158,35,Male,Finance,Research Scientist,Divorced,Bachelor,5895,10,8,2,4,No,4,Yes,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,1
3159,34,Female,Operations,Finance Analyst,Divorced,Bachelor,10734,5,9,4,2,No,2,Yes,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,1
3160,24,Male,Finance,HR Associate,Divorced,PhD,12169,29,2,4,2,No,2,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
3161,54,Male,Admin,HR Manager,Divorced,PhD,13100,27,4,2,4,No,3,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
3162,57,Male,R&D,HR Associate,Single,Master,13512,0,0,3,4,Yes,3,No,51+,0-2 Years,High,Promoted 3-5 Yrs Ago,0
3163,42,Female,HR,Sales Representative,Married,Bachelor,11490,5,8,4,2,No,2,Yes,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,1
3164,37,Female,R&D,Operations Manager,Married,Master,10169,14,6,2,1,No,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
3165,51,Male,Admin,Finance Analyst,Divorced,Master,7704,20,9,4,4,No,4,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3166,29,Male,R&D,Sales Representative,Single,Bachelor,4604,14,1,3,4,No,3,No,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,0
3167,39,Male,Sales,HR Associate,Divorced,Bachelor,11615,19,4,3,1,No,2,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
3168,57,Male,Operations,IT Specialist,Single,PhD,9331,22,1,1,2,No,4,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3169,48,Female,HR,Research Scientist,Single,Master,10616,9,3,4,4,No,3,Yes,41-50,7-10 Years,High,Promoted 3-5 Yrs Ago,1
3170,35,Female,Operations,HR Associate,Single,Master,2983,21,8,3,1,Yes,3,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3171,29,Male,Admin,Operations Manager,Divorced,PhD,3637,25,3,4,4,Yes,3,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3172,24,Female,HR,HR Associate,Divorced,Bachelor,4225,27,8,1,3,Yes,4,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3173,32,Female,Sales,Operations Manager,Divorced,PhD,14015,4,8,3,1,Yes,3,Yes,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,1
3174,52,Male,IT,Sales Representative,Married,Bachelor,6762,21,10,4,2,No,2,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3175,29,Male,HR,Laboratory Technician,Divorced,Bachelor,5906,15,9,3,1,No,2,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
3176,33,Male,Admin,Sales Executive,Married,Bachelor,2553,25,10,3,4,Yes,4,No,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,0
3177,34,Female,Admin,IT Specialist,Divorced,Master,4640,3,9,4,1,No,2,Yes,30-40,3-6 Years,Low,Promoted 3-5 Yrs Ago,1
3178,30,Male,IT,Sales Representative,Divorced,Bachelor,4328,12,7,2,1,No,4,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3179,32,Female,Operations,IT Specialist,Single,Master,13009,10,6,3,1,Yes,3,Yes,30-40,7-10 Years,High,Promoted 3-5 Yrs Ago,1
3180,49,Male,R&D,HR Associate,Single,PhD,10298,28,2,4,2,Yes,4,No,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,0
3181,26,Female,Finance,HR Associate,Married,PhD,12639,28,9,4,4,Yes,4,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
3182,59,Male,Operations,IT Specialist,Single,Bachelor,10058,21,0,2,2,Yes,4,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
3183,38,Female,Finance,HR Manager,Divorced,Bachelor,4272,24,4,3,2,No,4,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3184,27,Male,HR,HR Associate,Married,Master,5490,20,0,2,1,Yes,4,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3185,37,Female,HR,Finance Analyst,Married,Master,5531,23,3,2,3,Yes,4,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3186,35,Male,Admin,HR Associate,Married,Bachelor,6329,12,9,1,2,Yes,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
3187,55,Male,HR,Laboratory Technician,Single,Bachelor,7852,3,7,3,1,No,4,No,51+,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
3188,56,Female,R&D,HR Manager,Single,Bachelor,2947,20,1,1,1,No,4,No,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,0
3189,23,Female,IT,HR Manager,Single,Master,3706,24,6,2,1,Yes,2,Yes,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,1
3190,50,Female,HR,Finance Analyst,Divorced,Master,7766,11,8,2,3,No,4,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3191,60,Male,Sales,HR Associate,Divorced,Master,7298,24,0,4,4,Yes,3,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
3192,51,Female,Admin,Operations Manager,Single,Bachelor,4701,11,7,1,4,No,2,Yes,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,1
3193,39,Male,Operations,Finance Analyst,Single,Bachelor,12809,2,3,3,4,Yes,2,Yes,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,1
3194,58,Female,IT,HR Manager,Divorced,Master,6357,8,4,4,4,Yes,4,No,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
3195,38,Male,R&D,HR Associate,Married,Master,14270,26,3,1,4,Yes,2,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
3196,55,Female,Admin,Sales Executive,Married,PhD,12690,6,2,2,3,Yes,3,No,51+,3-6 Years,High,Promoted 1-2 Yrs Ago,0
3197,50,Male,Finance,Research Scientist,Single,Master,11343,10,6,2,2,Yes,2,No,41-50,7-10 Years,High,Promoted 1-2 Yrs Ago,0
3198,30,Male,Finance,Sales Representative,Divorced,Bachelor,6787,29,0,1,3,No,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
3199,57,Female,Finance,HR Associate,Divorced,Bachelor,2997,23,0,4,1,Yes,4,Yes,51+,10+ Years,Low,Promoted 3-5 Yrs Ago,1
3200,51,Female,Finance,Admin Assistant,Single,Bachelor,5137,20,7,1,4,Yes,3,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
